,name,full_name,age,height,nationality,place_of_birth,price,max_price,position,shirt_nr,foot,club,contract_expires,joined_club,player_agent,outfitter,league
1859,Nemanja Maksimović,Немања Максимовић,28,1.84,Serbia,Banja Koviljača,8,25,midfield - Central Midfield,20,right,Getafe,6/30/2024,7/16/2018,Promoesport,adidas,LaLiga
2248,José Fonte,José Miguel da Rocha Fonte,39,1.87,Portugal,Penafiel,0.7,7,Defender - Centre-Back,6,right,LOSC Lille,6/30/2023,7/15/2018,Relatives,,Ligue1
697,Alassane Plea,Alassane Alexandre Plea,30,1.81,France  Mali,Lille,10,38,Attack - Left Winger,14,right,Bor. M'gladbach,6/30/2025,7/13/2018,SMI SPORTS ...,,Bundesliga
1733,William Carvalho,William Silva de Carvalho,31,1.87,Portugal  Angola,Luanda,16,30,midfield - Defensive Midfield,14,right,Real Betis,6/30/2026,7/13/2018,PCR Sports,,LaLiga
1844,David Soria,David Soria Solís,30,1.92,Spain,Madrid,10,18,Goalkeeper,13,right,Getafe,6/30/2023,7/13/2018,Promoesport,,LaLiga
1876,Nacho Vidal,Ignacio Vidal Miralles,28,1.8,Spain,El Campello,5,5,Defender - Right-Back,2,right,CA Osasuna,6/30/2025,7/13/2018,Promoesport,,LaLiga
2564,Florent Ogier,,34,1.83,France,Lyon,0.5,0.8,Defender - Centre-Back,21,right,Clermont Foot,6/30/2024,7/13/2018,Kemari,,Other
1621,Vinicius Junior,,22,1.76,Brazil  Spain,São Gonçalo,120,120,Attack - Left Winger,20,right,Real Madrid,6/30/2024,7/12/2018,TFM Agency,Nike,LaLiga
1684,Mikel Merino,Mikel Merino Zazón,26,1.89,Spain,Pamplona,50,50,midfield - Central Midfield,8,left,Real Sociedad,6/30/2025,7/12/2018,Bahía Internacional,adidas,LaLiga
21,Riyad Mahrez,رياض محرز,32,1.79,Algeria  France,Sarcelles,30,60,Attack - Right Winger,26,left,Man City,6/30/2025,7/10/2018,,Nike,EPL
651,Evan Ndicka,Obite Evan Ndicka,23,1.92,France  Cameroon,Paris,32,32,Defender - Centre-Back,2,left,E. Frankfurt,6/30/2023,7/5/2018,AMS CONSULTING,,Bundesliga
1114,Federico Dimarco,,25,1.75,Italy,Milano,25,25,Defender - Left-Back,32,left,Inter,6/30/2026,7/5/2018,,adidas,SerieA
1614,Álvaro Odriozola,Álvaro Odriozola Arzallus,27,1.76,Spain,San Sebastián,5,30,Defender - Right-Back,16,right,Real Madrid,6/30/2024,7/5/2018,Best of You,adidas,LaLiga
1129,Lautaro Martínez,Lautaro Javier Martínez,25,1.74,Argentina,Bahía Blanca,80,80,Attack - Centre-Forward,10,right,Inter,6/30/2026,7/4/2018,Footfeel ISM,Nike,SerieA
2008,César de la Hoz,César de la Hoz López,31,1.79,Spain,Orejo,1.2,1.2,midfield - Central Midfield,6,right,UD Almería,6/30/2023,7/4/2018,EMG Mundial,,LaLiga
1737,Sergio Canales,Sergio Canales Madrazo,32,1.78,Spain,Santander,20,25,midfield - Attacking Midfield,10,left,Real Betis,6/30/2026,7/3/2018,Best of You,,LaLiga
573,Marius Wolf,,27,1.87,Germany,Coburg,9,10,Defender - Right-Back,17,right,Bor. Dortmund,6/30/2024,7/2/2018,ROGON,,Bundesliga
1593,Michele Castagnetti,,33,1.8,Italy,Montecchio Emilia,0.7,1,midfield - Defensive Midfield,19,left,Cremonese,6/30/2024,7/2/2018,BC Group,,Other
1753,Yuri Berchiche,Yuri Berchiche Izeta,33,1.81,Spain  Algeria,Zarautz,2,20,Defender - Left-Back,17,left,Athletic,6/30/2024,7/2/2018,Media Base Sports,,LaLiga
2258,Jonathan Bamba,,27,1.75,Cote d'Ivoire  France,Alfortville,20,25,Attack - Left Winger,7,right,LOSC Lille,6/30/2023,7/2/2018,AMS CONSULTING,Nike,Ligue1
92,Fabinho,,29,1.88,Brazil,Campinas,45,70,midfield - Defensive Midfield,3,right,Liverpool,6/30/2026,7/1/2018,Gestifute,adidas,EPL
95,Naby Keïta,Naby Laye Keïta,28,1.72,Guinea,Conakry,17,65,midfield - Central Midfield,8,right,Liverpool,6/30/2023,7/1/2018,ROOF,Nike,EPL
121,Diogo Dalot,José Diogo Dalot Teixeira,24,1.83,Portugal,Braga,35,35,Defender - Right-Back,20,right,Man Utd,6/30/2024,7/1/2018,Proeleven S.A.,Nike,EPL
127,Fred,,30,1.69,Brazil,Belo Horizonte,20,50,midfield - Central Midfield,17,left,Man Utd,6/30/2024,7/1/2018,Fabio Mello Sports,,EPL
153,Oliver Skipp,Oliver William Skipp,22,1.75,England,Welwyn Garden City,15,20,midfield - Defensive Midfield,4,right,Tottenham,6/30/2027,7/1/2018,ARETÉ,,EPL
167,Martin Dúbravka,,34,1.91,Slovakia,Žilina,2.5,7.5,Goalkeeper,1,right,Newcastle,6/30/2025,7/1/2018,SPOCS Global Sports,,EPL
195,Lukasz Fabianski,Łukasz Marek Fabiański,38,1.9,Poland,Kostrzyn nad Odrą,1,9,Goalkeeper,1,right,West Ham,6/30/2023,7/1/2018,ROOF,adidas,EPL
224,Jonny Evans,Jonathan Grant Evans,35,1.88,Northern Ireland,Belfast,3,15,Defender - Centre-Back,6,both,Leicester,6/30/2023,7/1/2018,,Nike,EPL
230,Ricardo Pereira,Ricardo Domingos Barbosa Pereira,29,1.75,Portugal  Cape Verde,Lisboa,12,40,Defender - Right-Back,21,right,Leicester,6/30/2026,7/1/2018,Gestifute,Nike,EPL
237,James Maddison,James Daniel Maddison,26,1.75,England,Coventry,55,60,midfield - Attacking Midfield,10,right,Leicester,6/30/2024,7/1/2018,CAA Base Ltd,Puma,EPL
238,Harvey Barnes,Harvey Lewis Barnes,25,1.82,England  Scotland,Burnley,32,35,Attack - Left Winger,7,right,Leicester,6/30/2025,7/1/2018,Wasserman,,EPL
311,Stuart Armstrong,,31,1.83,Scotland,Inverness,6,8,midfield - Central Midfield,17,right,Southampton,6/30/2024,7/1/2018,PLG,,EPL
315,Mohamed Elyounoussi,,28,1.78,Norway,Al-Hoceima,12,15,Attack - Left Winger,24,right,Southampton,6/30/2023,7/1/2018,CLS Mundial,,EPL
325,Jason Steele,Jason Sean Steele,32,1.88,England,Newton Aycliffe,1,1.5,Goalkeeper,23,right,Brighton,6/30/2025,7/1/2018,,,EPL
458,Vicente Guaita,Vicente Guaita Panadero,36,1.9,Spain,Torrente,1.5,10,Goalkeeper,13,right,Crystal Palace,6/30/2024,7/1/2018,JCRsport,Sells,EPL
529,David Brooks,David Robert Brooks,25,1.73,Wales  England,Warrington,12,30,Attack - Right Winger,7,left,Bournemouth,6/30/2026,7/1/2018,Unique Sports Group,Nike,EPL
548,Leon Goretzka,Leon Christoph Goretzka,28,1.89,Germany,Bochum,65,70,midfield - Central Midfield,8,right,Bayern Munich,6/30/2026,7/1/2018,Neubauer 13 GmbH,,Bundesliga
620,Lukas Hradecky,Lukáš Hrádecký,33,1.92,Finland  Slovakia,Bratislava,2.5,12,Goalkeeper,1,right,B. Leverkusen,6/30/2026,7/1/2018,,Uhlsport,Bundesliga
705,Pavao Pervan,,35,1.94,Austria,Livno,0.4,0.8,Goalkeeper,12,both,VfL Wolfsburg,6/30/2024,7/1/2018,ROOF,,Bundesliga
729,Mark Flekken,,29,1.95,Netherlands,Bocholtz,7,7,Goalkeeper,26,both,SC Freiburg,,7/1/2018,SEG,,Bundesliga
732,Philipp Lienhart,,26,1.89,Austria,Lilienfeld,20,20,Defender - Centre-Back,3,right,SC Freiburg,6/30/2024,7/1/2018,YOU FIRST,Nike,Bundesliga
833,Fredrik Jensen,Hans Fredrik Jensen,25,1.83,Finland,Porvoo,2.5,3,midfield - Attacking Midfield,24,right,FC Augsburg,6/30/2025,7/1/2018,V4S,,Bundesliga
837,André Hahn,,32,1.85,Germany,Otterndorf,2,8,Attack - Right Winger,28,right,FC Augsburg,6/30/2023,7/1/2018,Sports360 GmbH,adidas,Bundesliga
853,Borna Sosa,,25,1.87,Croatia  Germany,Zagreb,15,23,Defender - Left-Back,24,left,VfB Stuttgart,6/30/2025,7/1/2018,CAA Stellar,,Bundesliga
875,Finn Dahmen,Finn Gilbert Dahmen,25,1.88,Germany  England,Wiesbaden,1,2,Goalkeeper,1,right,1.FSV Mainz 05,6/30/2023,7/1/2018,CN Sports,,Bundesliga
887,Leandro Barreiro,Leandro Barreiro Martins,23,1.74,Luxembourg  Portugal,Erpeldingen,10,11,midfield - Central Midfield,8,right,1.FSV Mainz 05,6/30/2024,7/1/2018,CAA Stellar,,Bundesliga
895,Jonathan Burkardt,Jonathan Michael Burkardt,22,1.83,Germany,Darmstadt,12,17,Attack - Centre-Forward,29,right,1.FSV Mainz 05,6/30/2024,7/1/2018,PRO Profil GmbH,,Bundesliga
913,Benno Schmitz,,28,1.82,Germany,München,3,3,Defender - Right-Back,2,right,1.FC Köln,6/30/2024,7/1/2018,Kögl & Partner GmbH,,Bundesliga
981,Jean Manuel Mbom,,23,1.85,Germany  Cameroon,Göttingen,1,3,midfield - Central Midfield,34,right,Werder Bremen,,7/1/2018,ROOF,adidas,Bundesliga
1069,Alessio Zerbin,,24,1.82,Italy,Novara,4,4,Attack - Left Winger,23,right,SSC Napoli,6/30/2027,7/1/2018,,adidas,Other
1092,Tommaso Pobega,,23,1.88,Italy,Trieste,15,18,midfield - Central Midfield,32,both,AC Milan,6/30/2027,7/1/2018,Patrick Bastianelli,,SerieA
1110,Stefan de Vrij,,31,1.89,Netherlands,Ouderkerk aan den IJssel,10,60,Defender - Centre-Back,6,right,Inter,6/30/2023,7/1/2018,P&P Sport ...,,SerieA
1133,Mattia Perin,,30,1.88,Italy,Latina,4,18,Goalkeeper,36,right,Juventus,6/30/2025,7/1/2018,World Soccer Agency,adidas,SerieA
1242,Luca Ranieri,,24,1.87,Italy,La Spezia,2.3,2.5,Defender - Centre-Back,16,left,Fiorentina,6/30/2024,7/1/2018,M.A.R.A.T. Football ...,,SerieA
1243,Cristiano Biraghi,,30,1.85,Italy,Cernusco sul Naviglio,6.5,12,Defender - Left-Back,3,left,Fiorentina,6/30/2024,7/1/2018,M.A.R.A.T. Football ...,,SerieA
1254,Riccardo Saponara,,31,1.84,Italy,Forlì,2,15,midfield - Attacking Midfield,8,right,Fiorentina,6/30/2023,7/1/2018,Football Now Limited,,SerieA
1256,Riccardo Sottil,,23,1.8,Italy,Torino,9,9,Attack - Left Winger,33,right,Fiorentina,6/30/2026,7/1/2018,Gr Sports,,SerieA
1293,Alessandro Buongiorno,,23,1.94,Italy,Torino,8,8,Defender - Centre-Back,4,left,Torino,6/30/2025,7/1/2018,Gr Sports,,SerieA
1343,Lukasz Skorupski,Łukasz Skorupski,32,1.87,Poland,Zabrze,3,7,Goalkeeper,28,right,Bologna,6/30/2025,7/1/2018,GG11,,SerieA
1604,Andriy Lunin,Лунін Андрій Олексійович,24,1.91,Ukraine,"Krasnograd, Kharkiv Oblast",5,8.5,Goalkeeper,13,right,Real Madrid,6/30/2024,7/1/2018,Relatives,Nike,LaLiga
1616,Federico Valverde,Federico Santiago Valverde Dipetta,24,1.82,Uruguay  Spain,Montevideo,100,100,midfield - Central Midfield,15,right,Real Madrid,6/30/2027,7/1/2018,Wasserman,,LaLiga
1666,Thomas Lemar,,27,1.71,France  Guadeloupe,Baie-Mahault,25,70,midfield - Attacking Midfield,11,left,Atlético Madrid,6/30/2027,7/1/2018,Kemari,adidas,LaLiga
1680,Andoni Gorosabel,Andoni Gorosabel Espinosa,26,1.74,Spain,Arrasate,10,10,Defender - Right-Back,18,right,Real Sociedad,6/30/2024,7/1/2018,,,LaLiga
1699,Pau Torres,Pau Francisco Torres,26,1.91,Spain,Villarreal,45,50,Defender - Centre-Back,4,left,Villarreal,6/30/2024,7/1/2018,InterStarDeporte,,LaLiga
1717,Gerard Moreno,Gerard Moreno Balagueró,31,1.8,Spain,Santa Perpètua de Mogoda,30,40,Attack - Centre-Forward,7,left,Villarreal,6/30/2027,7/1/2018,YOU FIRST,,LaLiga
1746,Unai Simón,Unai Simón Mendibil,25,1.9,Spain,Vitoria-Gasteiz,25,30,Goalkeeper,1,right,Athletic,6/30/2025,7/1/2018,CAA Stellar,,LaLiga
1756,Ander Capa,Ander Capa Rodríguez,31,1.75,Spain,Portugalete,2,7.5,Defender - Right-Back,21,right,Athletic,6/30/2023,7/1/2018,,,LaLiga
1762,Dani García,Daniel García Carrillo,32,1.79,Spain,Zumarraga,2,6,midfield - Central Midfield,14,right,Athletic,6/30/2024,7/1/2018,RGFOOTBALL,adidas,LaLiga
1775,Mouctar Diakhaby,,26,1.92,Guinea  France,Vendôme,8,30,Defender - Centre-Back,12,right,Valencia,6/30/2027,7/1/2018,VV Consulting,,LaLiga
1829,Kevin Vázquez,Kevin Vázquez Comesaña,30,1.75,Spain,Nigrán,1,2,Defender - Right-Back,20,right,Celta de Vigo,6/30/2023,7/1/2018,F.J.VILLAVERDE,adidas,LaLiga
1857,Mauro Arambarri,Mauro Wilney Arambarri Rosa,27,1.75,Uruguay  Spain,Salto,13,25,midfield - Central Midfield,18,right,Getafe,6/30/2028,7/1/2018,Relatives,,LaLiga
1867,Jaime Mata,Jaime Mata Arnaiz,34,1.86,Spain,Madrid,1.5,10,Attack - Centre-Forward,7,right,Getafe,6/30/2024,7/1/2018,Viasport,,LaLiga
1931,Sergi Darder,Sergi Darder Moll,29,1.8,Spain,Artà,16,16,midfield - Central Midfield,10,right,Espanyol,6/30/2026,7/1/2018,Eleven Talent Group,,LaLiga
1936,Javi Puado,Javier Puado Díaz,24,1.77,Spain,Barcelona,7,8,Attack - Left Winger,7,right,Espanyol,6/30/2025,7/1/2018,Best of You,,LaLiga
1981,Iddrisu Baba,Iddrisu Baba Mohammed,27,1.82,Ghana  Spain,Accra,3,3.5,midfield - Central Midfield,12,right,RCD Mallorca,6/30/2024,7/1/2018,LIAN Sports Group,,LaLiga
1983,Antonio Sánchez,Antonio Sánchez Navarro,26,1.79,Spain,Palma de Mallorca,1.8,1.8,midfield - Central Midfield,10,right,RCD Mallorca,6/30/2024,7/1/2018,CAA Stellar,,LaLiga
1986,Dani Rodríguez,Daniel José Rodríguez Vázquez,34,1.78,Spain,Betanzos,1.2,1.5,midfield - Attacking Midfield,14,right,RCD Mallorca,6/30/2024,7/1/2018,PROTIO SPORT,Puma,LaLiga
2043,David Gil,David Gil Mohedano,29,1.86,Spain,Getafe,0.7,0.8,Goalkeeper,13,right,Cádiz CF,6/30/2025,7/1/2018,Gesport Espizua SL,,LaLiga
2116,Kylian Mbappé,Kylian Mbappé Lottin,24,1.78,France  Cameroon,Bondy,180,200,Attack - Centre-Forward,7,right,Paris SG,6/30/2025,7/1/2018,Relatives,Nike,Ligue1
2267,Jean-Louis Leca,,37,1.8,France,Bastia,0.3,1.3,Goalkeeper,16,right,Lens,6/30/2024,7/1/2018,Sébastien Cagnet,,Ligue1
2275,Massadio Haidara,Massadio Haïdara,30,1.79,Mali  France,Trappes,3,3,Defender - Left-Back,21,left,Lens,6/30/2025,7/1/2018,USM GROUP,,Ligue1
2358,Ibrahima Sissoko,,25,1.93,France  Mali,Meaux,8,8,midfield - Defensive Midfield,27,right,R. Strasbourg,6/30/2024,7/1/2018,ASR SPORT,adidas,Ligue1
2411,Julien Ponceau,,22,1.7,France  Angola,Catumbela,2.5,2.5,midfield - Attacking Midfield,21,right,FC Lorient,6/30/2025,7/1/2018,Cracksman,,Ligue1
2483,Haris Belkebla,,29,1.77,Algeria  France,Drancy,3,4,midfield - Central Midfield,7,right,Stade Brestois,6/30/2023,7/1/2018,no agent,,Ligue1
2485,Hugo Magnetti,,24,1.8,France,Marseille,1.8,2,midfield - Central Midfield,8,right,Stade Brestois,6/30/2026,7/1/2018,USM GROUP,,Ligue1
2558,Ouparine Djoco,,25,1.88,France  Senegal,Juvisy-sur-Orge,0.6,1.8,Goalkeeper,40,left,Clermont Foot,6/30/2025,7/1/2018,MVP Sports ...,,Other
2572,Johan Gastien,,35,1.79,France,Niort,0.8,1,midfield - Defensive Midfield,25,right,Clermont Foot,6/30/2025,7/1/2018,Louis DENOLLE,,Other
2582,Benjamin Leroy,,34,1.84,France,Cucq,0.6,1.25,Goalkeeper,1,right,AC Ajaccio,6/30/2023,7/1/2018,NexSt11,,Other
2583,François-Joseph Sollacaro,,29,1.82,France,Ajaccio,0.3,0.3,Goalkeeper,16,right,AC Ajaccio,6/30/2024,7/1/2018,N.Agency,,Other
2590,Ismaël Diallo,Ismaël Jean Chester Diallo,26,1.78,Cote d'Ivoire,Séguéla,1.5,1.5,Defender - Left-Back,3,left,AC Ajaccio,6/30/2023,7/1/2018,Supernova Management,Puma,Other
2593,Mohamed Youssouf,,35,1.69,Comoros  France,Paris,0.2,0.5,Defender - Right-Back,20,right,AC Ajaccio,6/30/2023,7/1/2018,Global Football ...,,Other
2545,Hamza Sakhi,حمزة الساخي,26,1.76,Morocco  France,Rabat,2,2,midfield - Attacking Midfield,22,right,AJ Auxerre,6/30/2025,4/16/2018,Wasserman,,Other
163,Lucas Moura,,30,1.72,Brazil,São Paulo,9,40,Attack - Right Winger,27,right,Tottenham,6/30/2023,1/31/2018,4ComM,adidas,EPL
6,Aymeric Laporte,Aymeric Jean Louis Gerard Alphonse Laporte,28,1.89,Spain  France,Agen,30,75,Defender - Centre-Back,14,left,Man City,6/30/2025,1/30/2018,,adidas,EPL
1749,Iñigo Martínez,Iñigo Martínez Berridi,31,1.82,Spain,Ondarroa,18,32,Defender - Centre-Back,4,left,Athletic,6/30/2023,1/30/2018,Carmelo Sánchez,,LaLiga
447,Adam Forshaw,Adam John Forshaw,31,1.75,England,Liverpool,1.8,5,midfield - Central Midfield,4,right,Leeds,6/30/2023,1/18/2018,Wasserman,,Other
1057,Mário Rui,Mário Rui Silva Duarte,31,1.68,Portugal,Sines,8,15,Defender - Left-Back,6,left,SSC Napoli,6/30/2025,1/3/2018,M.A.R.A.T. Football ...,,Other
82,Virgil van Dijk,,31,1.93,Netherlands  Suriname,Breda,45,100,Defender - Centre-Back,4,right,Liverpool,6/30/2025,1/1/2018,ROOF,Nike,EPL
753,Lucas Höler,,28,1.84,Germany,Achim,5,6.5,Attack - Centre-Forward,9,right,SC Freiburg,,1/1/2018,Unique Sports Group,,Bundesliga
1887,Kike Barja,Enrique Barja Alfonso,26,1.79,Spain,Noáin,3,3,Attack - Right Winger,11,right,CA Osasuna,6/30/2026,1/1/2018,YOU FIRST,,LaLiga
2091,Josan,,33,1.76,Spain,Crevillente,1,1,Attack - Right Winger,17,right,Elche CF,6/30/2023,1/1/2018,JV SPORTS SL,,LaLiga
2308,Samuel Moutoussamy,,26,1.76,DR Congo  France,Paris,4.5,5,midfield - Central Midfield,8,left,FC Nantes,6/30/2024,9/6/2017,Wasserman,,Ligue1
99,Alex Oxlade-Chamberlain,Alexander Mark David Oxlade-Chamberlain,29,1.75,England,Portsmouth,10,40,midfield - Central Midfield,15,right,Liverpool,6/30/2023,8/31/2017,Colossal Sports ...,Nike,EPL
611,Kevin Kampl,,32,1.78,Slovenia,Solingen,5,22,midfield - Central Midfield,44,right,RB Leipzig,6/30/2024,8/31/2017,MR Sport Management ...,adidas,Bundesliga
1109,Alessandro Bastoni,,24,1.9,Italy,Casalmaggiore,55,60,Defender - Centre-Back,95,left,Inter,6/30/2024,8/30/2017,TMP SOCCER srl,Puma,SerieA
1647,Ousmane Dembélé,Masour Ousmane Dembélé,26,1.78,France,Vernon,60,120,Attack - Right Winger,7,both,Barcelona,6/30/2024,8/25/2017,Relatives,Nike,LaLiga
147,Davinson Sánchez,Davinson Sánchez Mina,26,1.87,Colombia,Caloto,20,60,Defender - Centre-Back,6,right,Tottenham,6/30/2024,8/23/2017,Villarreal & Schena,Nike,EPL
1777,Gabriel Paulista,,32,1.87,Brazil  Spain,São Paulo,3,22,Defender - Centre-Back,5,right,Valencia,6/30/2024,8/18/2017,ADM Esporte,adidas,LaLiga
2297,Andrei Girotto,,31,1.86,Brazil  Italy,Bento Gonçalves,4,5,Defender - Centre-Back,3,right,FC Nantes,6/30/2024,8/12/2017,Kuniy & W. Sports ...,,Ligue1
1175,Marten de Roon,Marten Elco de Roon,32,1.85,Netherlands,Zwijndrecht,12,24,midfield - Defensive Midfield,15,right,Atalanta BC,6/30/2024,8/10/2017,SEG,adidas,SerieA
1115,Dalbert,,29,1.81,Brazil,Barra Mansa,2,12,Defender - Left-Back,29,left,Inter,6/30/2023,8/9/2017,no agent,,SerieA
2058,Álex Fernández,Alejandro Fernández Iglesias,30,1.83,Spain,Alcalá de Henares,5,7.5,midfield - Attacking Midfield,8,right,Cádiz CF,6/30/2025,8/7/2017,Niagara Sports ...,,LaLiga
992,Michael Langer,,38,1.95,Austria,Bregenz,0.05,0.75,Goalkeeper,34,right,FC Schalke 04,6/30/2023,8/4/2017,PESM,,Bundesliga
241,Kelechi Iheanacho,Kelechi Promise Iheanacho,26,1.85,Nigeria,Imo,17,20,Attack - Centre-Forward,14,left,Leicester,6/30/2024,8/3/2017,,Nike,EPL
2114,Neymar,,31,1.75,Brazil,Mogi das Cruzes,70,180,Attack - Left Winger,10,right,Paris SG,6/30/2025,8/3/2017,Relatives,Puma,Ligue1
1123,Roberto Gagliardini,,29,1.88,Italy,Bergamo,6.5,20,midfield - Central Midfield,5,right,Inter,6/30/2023,8/1/2017,Gr Sports,Nike,SerieA
1806,Jesús Navas,Jesús Navas González,37,1.72,Spain,Los Palacios y Villafranca,3,30,Defender - Right-Back,16,right,Sevilla FC,6/30/2024,8/1/2017,Bahía Internacional,New Balance,LaLiga
2299,Nicolas Pallois,,35,1.89,France,Elbeuf,1,3.5,Defender - Centre-Back,4,left,FC Nantes,6/30/2024,7/27/2017,Sport Cover,adidas,Ligue1
2244,Adam Jakubech,,26,1.88,Slovakia,Prešov,0.4,1.2,Goalkeeper,16,right,LOSC Lille,6/30/2025,7/26/2017,FairSport,Nike,Ligue1
9,Benjamin Mendy,,28,1.85,France  Senegal,Longjumeau,,45,Defender - Left-Back,22,left,Man City,6/30/2023,7/24/2017,Sport Cover,adidas,EPL
469,Jairo Riedewald,Jaïro Jocquim Riedewald,26,1.82,Netherlands  Suriname,Haarlem,4,8,midfield - Defensive Midfield,44,left,Crystal Palace,6/30/2024,7/24/2017,,adidas,EPL
1848,Djené,,31,1.78,Togo,Lome Dapaong,6,30,Defender - Centre-Back,2,right,Getafe,6/30/2025,7/24/2017,SPORTBACK,Puma,LaLiga
88,Andrew Robertson,Andrew Henry Robertson,29,1.78,Scotland,Glasgow,48,80,Defender - Left-Back,26,left,Liverpool,6/30/2026,7/21/2017,PLG,Nike,EPL
179,Javier Manquillo,Javier Manquillo Gaitán,29,1.78,Spain,Madrid,3,6,Defender - Right-Back,19,right,Newcastle,6/30/2024,7/21/2017,CAA Stellar,,EPL
1915,Cristhian Stuani,Cristhian Ricardo Stuani Curbelo,36,1.84,Uruguay  Italy,Tala,2,10,Attack - Centre-Forward,7,right,Girona,6/30/2026,7/21/2017,no agent,,LaLiga
1141,Mattia De Sciglio,,30,1.83,Italy,Milano,4.5,14,Defender - Right-Back,2,right,Juventus,6/30/2025,7/20/2017,Branchini Associati ...,adidas,SerieA
191,Jacob Murphy,Jacob Kai Murphy,28,1.73,England  Ireland,London,10,10,Attack - Right Winger,23,right,Newcastle,6/30/2027,7/19/2017,New Era Global ...,,EPL
1132,Wojciech Szczesny,Wojciech Tomasz Szczęsny,33,1.96,Poland,Warszawa,13,40,Goalkeeper,1,right,Juventus,6/30/2024,7/19/2017,CAA Stellar,Nike,SerieA
2328,Pedro Mendes,Pedro Filipe Teodosio Mendes,32,1.86,Portugal,Neuchâtel,3,7,Defender - Centre-Back,5,right,Montpellier,6/30/2023,7/18/2017,Proeleven S.A.,,Ligue1
1873,Aridane Hernández,Aridane Hernández Umpiérrez,34,1.88,Spain,Tuineje,1,4,Defender - Centre-Back,23,right,CA Osasuna,6/30/2023,7/17/2017,Identity Sports,,LaLiga
2019,Jordi Masip,Jordi Masip López,34,1.8,Spain,Sabadell,1,6,Goalkeeper,1,right,Real Valladolid,6/30/2024,7/17/2017,OFSPORTS,,LaLiga
2539,Birama Touré,,30,1.83,Mali,Kayes,1.5,2,midfield - Defensive Midfield,12,right,AJ Auxerre,6/30/2023,7/17/2017,Relatives,,Other
10,Kyle Walker,Kyle Andrew Walker,32,1.83,England,Sheffield,15,50,Defender - Right-Back,2,right,Man City,6/30/2024,7/14/2017,CAA Base Ltd,Puma,EPL
1619,Dani Ceballos,Daniel Ceballos Fernández,26,1.79,Spain,Utrera,12,45,midfield - Central Midfield,19,right,Real Madrid,6/30/2023,7/14/2017,Relatives,Nike,LaLiga
1270,Riccardo Marchizza,,25,1.86,Italy,Roma,1.8,2,Defender - Left-Back,3,left,Sassuolo,6/30/2025,7/13/2017,MM-Management,,SerieA
1275,Davide Frattesi,,23,1.84,Italy,Roma,22,22,midfield - Central Midfield,16,right,Sassuolo,6/30/2026,7/13/2017,Gr Sports,Nike,SerieA
1869,Sergio Herrera,Sergio Herrera Pirón,29,1.92,Spain,Miranda de Ebro,8,8,Goalkeeper,1,right,CA Osasuna,,7/12/2017,YOU FIRST,,LaLiga
277,Rúben Neves,Rúben Diogo da Silva Neves,26,1.8,Portugal,Santa Maria da Feira,40,50,midfield - Defensive Midfield,8,right,Wolves,6/30/2024,7/8/2017,Gestifute,Nike,EPL
1108,Milan Skriniar,Milan Škriniar,28,1.88,Slovakia,Žiar nad Hronom,60,65,Defender - Centre-Back,37,right,Inter,6/30/2023,7/7/2017,Relatives,Puma,SerieA
1735,Andrés Guardado,José Andrés Guardado Hernández,36,1.67,Mexico  Spain,Guadalajara,1.5,12,midfield - Central Midfield,18,left,Real Betis,6/30/2023,7/7/2017,,adidas,LaLiga
1897,Bernardo Espinosa,Bernardo José Espinosa Zúñiga,33,1.92,Colombia  Spain,Santiago de Cali,1.5,7,Defender - Centre-Back,2,right,Girona,6/30/2024,7/7/2017,YOU FIRST,,LaLiga
1992,Fernando Martínez,Fernando Martínez Rubio,32,1.83,Spain,Murcia,2,2,Goalkeeper,13,right,UD Almería,6/30/2025,7/5/2017,JV SPORTS SL,,LaLiga
1990,Abdón Prats,Abdón Prats Bastidas,30,1.81,Spain,Artà,1.2,2,Attack - Centre-Forward,9,left,RCD Mallorca,6/30/2024,7/4/2017,Eugenio Botas ...,,LaLiga
357,Michael Keane,Michael Vincent Keane,30,1.88,England  Ireland,Manchester,10,30,Defender - Centre-Back,5,right,Everton,6/30/2025,7/3/2017,New Era Global ...,Nike,EPL
0,Ederson,,29,1.88,Brazil  Portugal,Osasco (SP),45,70,Goalkeeper,31,left,Man City,6/30/2026,7/1/2017,Gestifute,Puma,EPL
17,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,28,1.73,Portugal,Lisboa,80,100,midfield - Attacking Midfield,20,left,Man City,6/30/2025,7/1/2017,Gestifute,adidas,EPL
19,Phil Foden,Philip Walter Foden,22,1.71,England,Stockport,110,110,Attack - Left Winger,47,left,Man City,6/30/2027,7/1/2017,,Nike,EPL
106,Mohamed Salah,محمد صلاح,30,1.75,Egypt,"Nagrig, Basyoun",70,150,Attack - Right Winger,11,left,Liverpool,6/30/2025,7/1/2017,,adidas,EPL
115,Victor Lindelöf,Victor Jörgen Nilsson-Lindelöf,28,1.87,Sweden,Västerås,15,35,Defender - Centre-Back,2,right,Man Utd,6/30/2024,7/1/2017,HCM Sports ...,,EPL
